127.0.0.1 - - [09/Jul/2017:20:08:28 +0530] "POST /api/v1/driver/auth/login?password=password&email=johndoe@gmail.com HTTP/1.1" 200 96 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:22:30:25 +0530] "POST /oauth/token HTTP/1.1" 400 236 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:22:30:25 +0530] "POST /api/v1/driver/auth/login?passwrd=passwor&email=john.doe@gmail.com HTTP/1.1" 200 215 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:22:34:38 +0530] "POST /oauth/token HTTP/1.1" 400 236 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:22:34:38 +0530] "POST /api/v1/driver/auth/login?passwrd=passwor&email=john.doe@gmail.com HTTP/1.1" 200 215 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:22:35:53 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:22:35:53 +0530] "POST /api/v1/driver/auth/login?password=password&email=john.doe@gmail.com HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:22:59:57 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 302 328 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:22:59:57 +0530] "GET / HTTP/1.1" 200 2333 "http://adzippy.dev/api/v1/driver/auth/login?password=password&phone=9876543210" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:00:17 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 302 328 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:00:17 +0530] "GET / HTTP/1.1" 200 2333 "http://adzippy.dev/api/v1/driver/auth/login?password=password&phone=9876543210" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:00:56 +0530] "POST /oauth/token HTTP/1.1" 401 91 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:00:56 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:08:07 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:08:07 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:08:26 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543211 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:08:35 +0530] "POST /oauth/token HTTP/1.1" 401 91 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:08:35 +0530] "POST /api/v1/driver/auth/login?password=passwod&phone=9876543210 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:08:45 +0530] "POST /api/v1/driver/auth/login?password=password&phon=9876543210 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:09:06 +0530] "POST /oauth/token HTTP/1.1" 400 236 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:09:06 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 200 215 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:10:05 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 302 328 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:10:05 +0530] "GET / HTTP/1.1" 200 2333 "http://adzippy.dev/api/v1/driver/auth/login?phone=9876543210" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:11:53 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 302 328 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:11:53 +0530] "GET / HTTP/1.1" 200 2333 "http://adzippy.dev/api/v1/driver/auth/login?phone=9876543210" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:12:38 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 500 39884 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:12:57 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 500 40281 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:13:47 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 200 105 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:35:20 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 200 162 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:35:45 +0530] "POST /api/v1/driver/auth/login?phone=9876543210 HTTP/1.1" 200 116 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:36:13 +0530] "POST /api/v1/driver/auth/login?password=&phone=9876543210 HTTP/1.1" 200 116 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:36:22 +0530] "POST /oauth/token HTTP/1.1" 401 91 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:36:22 +0530] "POST /api/v1/driver/auth/login?password=pass&phone=9876543210 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:36:30 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:36:30 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:36:44 +0530] "POST /api/v1/driver/auth/login?password=password&phone=987654321 HTTP/1.1" 200 106 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:37:09 +0530] "POST /api/v1/driver/auth/login?password=password&phone=987654321 HTTP/1.1" 200 123 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:37:15 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [09/Jul/2017:23:37:15 +0530] "POST /api/v1/driver/auth/login?password=password&phone=9876543210 HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:37:19 +0530] "POST /api/v1/driver/auth/login?password=password&phone=98765432100 HTTP/1.1" 200 130 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:50:34 +0530] "POST /api/v1/driver/auth/register?password=password&phone=9876543210 HTTP/1.1" 500 37452 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:51:27 +0530] "POST /api/v1/driver/auth/register?password=password&phone=9876543210 HTTP/1.1" 500 37452 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:52:13 +0530] "POST /api/v1/driver/auth/register?password=password&phone=9876543210 HTTP/1.1" 200 195 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [09/Jul/2017:23:56:56 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 149 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:22:13 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 149 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:24:08 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:00:24:08 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:28:58 +0530] "POST /oauth/token HTTP/1.1" 400 112 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:00:28:58 +0530] "POST /api/v1/driver/auth/login/refresh HTTP/1.1" 200 99 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:29:18 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:00:29:18 +0530] "POST /api/v1/driver/auth/login/refresh HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:30:15 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 122 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:00:30:39 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 154 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:02:31:41 +0530] "POST /oauth/token HTTP/1.1" 400 122 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:02:31:41 +0530] "POST /api/v1/driver/auth/login/refresh HTTP/1.1" 200 99 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:26:58 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 101 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:27:16 +0530] "POST /oauth/token HTTP/1.1" 500 42368 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:27:16 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 41876 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:28:33 +0530] "POST /oauth/token HTTP/1.1" 500 42376 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:28:33 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 41868 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:29:29 +0530] "POST /oauth/token HTTP/1.1" 500 42376 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:29:29 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 72 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:30:14 +0530] "POST /oauth/token HTTP/1.1" 500 42376 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:30:14 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 5 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:30:37 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 115 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:30:56 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 116 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:31:09 +0530] "POST /oauth/token HTTP/1.1" 500 42368 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:31:09 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 5 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:33:38 +0530] "POST /oauth/token HTTP/1.1" 500 42376 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:33:38 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 42376 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:35:11 +0530] "POST /oauth/token HTTP/1.1" 500 41407 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:35:11 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 41407 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:35:28 +0530] "POST /oauth/token HTTP/1.1" 500 41407 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:35:28 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 41407 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:40:01 +0530] "POST /oauth/token HTTP/1.1" 500 41407 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:40:01 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 41407 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [10/Jul/2017:12:47:57 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [10/Jul/2017:12:47:57 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:28:34 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:02:28:34 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 1924 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:47:27 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 195 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:48:05 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:02:48:05 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 500 44970 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:48:32 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 161 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:50:10 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:02:50:10 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 500 42753 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:50:49 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 161 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:02:51:16 +0530] "POST /oauth/token HTTP/1.1" 200 1871 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:02:51:16 +0530] "POST /api/v1/driver/auth/register HTTP/1.1" 200 1937 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:03:24:55 +0530] "GET /api/user HTTP/1.1" 500 37987 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:36:34 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 500 40290 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:39:33 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 31368 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:39:48 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 500 31354 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:40:16 +0530] "POST /oauth/token HTTP/1.1" 200 1867 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:04:40:16 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 1920 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:49:06 +0530] "GET /api/user HTTP/1.1" 500 37987 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:54:04 +0530] "GET /api/user HTTP/1.1" 500 37979 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:54:20 +0530] "GET /api/user HTTP/1.1" 200 180 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:54:55 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 500 40290 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:58:21 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 500 37423 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:04:58:39 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 500 39869 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:28:59 +0530] "GET /api/user HTTP/1.1" 200 180 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:29:10 +0530] "GET /api/user HTTP/1.1" 401 39 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:37:44 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 500 40267 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:44:17 +0530] "GET /api/user HTTP/1.1" 401 39 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:44:27 +0530] "GET /api/user HTTP/1.1" 401 39 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:45:42 +0530] "POST /oauth/token HTTP/1.1" 200 1867 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:05:45:42 +0530] "POST /api/v1/driver/auth/login/refresh HTTP/1.1" 200 1920 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:46:01 +0530] "GET /api/user HTTP/1.1" 401 39 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:46:07 +0530] "GET /api/user HTTP/1.1" 200 11 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:51:24 +0530] "GET /api/user HTTP/1.1" 200 180 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:05:52:17 +0530] "GET /api/user HTTP/1.1" 500 35206 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:00:34 +0530] "GET /api/user HTTP/1.1" 200 87 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:01:09 +0530] "POST /oauth/token HTTP/1.1" 200 1867 "-" "GuzzleHttp/6.2.1 curl/7.54.1 PHP/7.1.6"
127.0.0.1 - - [11/Jul/2017:06:01:09 +0530] "POST /api/v1/driver/auth/login HTTP/1.1" 200 1920 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:01:52 +0530] "GET /api/user HTTP/1.1" 200 170 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:07:12 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:07:22 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:07:43 +0530] "GET /api/user HTTP/1.1" 200 170 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:08:10 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:08:12 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:08:39 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:08:41 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:09:33 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:09:35 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:09:59 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 30 "-" "PostmanRuntime/3.0.11-hotfix.2"
127.0.0.1 - - [11/Jul/2017:06:10:35 +0530] "POST /api/v1/driver/auth/logout HTTP/1.1" 200 5 "-" "PostmanRuntime/3.0.11-hotfix.2"
